data_ora_proiezione,titolo_film,genere,regista,anno,durata_minuti,eta_minima,prezzo_biglietto
"2025-09-04 10:00:00","Love and Death",COMEDY,"Woody Allen",1975,85,6,8.0
"2025-09-05 10:30:00","Metropolis",DRAMA,"Fritz Lang",1927,153,12,8.0
"2025-09-05 14:00:00","The Right Stuff",ADVENTURE,"Philip Kaufman",1983,193,6,7.5
"2025-09-06 10:30:00","Seppuku",ACTION,"Masaki Kobayashi",1962,133,12,6.5
"2025-09-06 13:30:00","The Conversation",DRAMA,"Francis Ford Coppola",1974,113,0,8.5
"2025-09-06 16:00:00","Mr. Smith Goes to Washington",COMEDY,"Frank Capra",1939,129,12,7.0
"2025-09-06 19:00:00","The Count of Monte Cristo",ACTION,"Kevin Reynolds",2002,131,12,10.0
"2025-09-07 10:00:00","Breakfast at Tiffany's",COMEDY,"Blake Edwards",1961,115,12,8.5
"2025-09-07 13:00:00","Bonnie and Clyde",ACTION,"Arthur Penn",1967,111,12,8.0
"2025-09-07 15:30:00","Donnie Darko",DRAMA,"Richard Kelly",2001,113,16,8.5
"2025-09-08 10:30:00","Spartacus",ADVENTURE,"Stanley Kubrick",1960,197,12,7.0
"2025-09-09 10:00:00","Ying xiong",ACTION,"Yimou Zhang",2002,120,12,8.0
"2025-09-10 10:30:00","Spartacus",ADVENTURE,"Stanley Kubrick",1960,197,12,8.5
"2025-09-10 15:00:00","Les yeux sans visage",DRAMA,"Georges Franju",1960,90,12,8.5
"2025-09-10 17:30:00","The Count of Monte Cristo",ACTION,"Kevin Reynolds",2002,131,12,7.5
"2025-09-11 10:30:00","Withnail & I",COMEDY,"Bruce Robinson",1987,107,16,7.0
"2025-09-12 10:30:00","Bronenosets Potemkin",DRAMA,"Sergei M. Eisenstein",1925,75,12,6.5
"2025-09-12 12:30:00","The Wizard of Oz",ADVENTURE,"Victor Fleming",1939,102,0,8.0
"2025-09-13 10:30:00","Boksuneun naui geot",CRIME,"Chan-wook Park",2002,129,16,8.5
"2025-09-13 13:30:00","Cidade de Deus",CRIME,"Fernando Meirelles",2002,130,12,8.0
"2025-09-13 16:30:00","Withnail & I",COMEDY,"Bruce Robinson",1987,107,16,6.5
"2025-09-13 19:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,9.5
"2025-09-14 10:00:00","La double vie de Véronique",DRAMA,"Krzysztof Kieslowski",1991,98,16,7.5
"2025-09-14 12:30:00","The Wizard of Oz",ADVENTURE,"Victor Fleming",1939,102,0,8.0
"2025-09-14 15:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,6.5
"2025-09-15 10:00:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,7.5
"2025-09-16 10:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,7.0
"2025-09-17 10:30:00","Dà hóng denglong gaogao guà",DRAMA,"Yimou Zhang",1991,125,6,7.0
"2025-09-17 13:30:00","Per un pugno di dollari",ACTION,"Sergio Leone",1964,99,12,7.0
"2025-09-17 16:00:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,7.0
"2025-09-18 10:00:00","Cidade de Deus",CRIME,"Fernando Meirelles",2002,130,12,7.0
"2025-09-18 13:00:00","Black Hawk Down",DRAMA,"Ridley Scott",2001,144,12,7.0
"2025-09-19 10:00:00","The Wizard of Oz",ADVENTURE,"Victor Fleming",1939,102,0,7.0
"2025-09-19 12:30:00","Ladri di biciclette",DRAMA,"Vittorio De Sica",1948,89,12,8.0
"2025-09-20 10:30:00","Ying xiong",ACTION,"Yimou Zhang",2002,120,12,7.0
"2025-09-20 13:30:00","The Wizard of Oz",ADVENTURE,"Victor Fleming",1939,102,0,7.0
"2025-09-20 16:00:00","Philadelphia",DRAMA,"Jonathan Demme",1993,125,12,8.5
"2025-09-20 19:00:00","Kaze no tani no Naushika",ANIMATION,"Hayao Miyazaki",1984,117,0,10.0
"2025-09-21 10:30:00","L'avventura",DRAMA,"Michelangelo Antonioni",1960,144,0,6.5
"2025-09-21 13:30:00","Per un pugno di dollari",ACTION,"Sergio Leone",1964,99,12,7.0
"2025-09-21 16:00:00","L'avventura",DRAMA,"Michelangelo Antonioni",1960,144,0,7.0
"2025-09-21 19:30:00","The Right Stuff",ADVENTURE,"Philip Kaufman",1983,193,6,10.0
"2025-09-22 10:30:00","Wo hu cang long",ACTION,"Ang Lee",2000,120,12,6.5
"2025-09-22 13:30:00","La double vie de Véronique",DRAMA,"Krzysztof Kieslowski",1991,98,16,6.5
"2025-09-22 16:00:00","Withnail & I",COMEDY,"Bruce Robinson",1987,107,16,8.0
"2025-09-23 10:30:00","The Conversation",DRAMA,"Francis Ford Coppola",1974,113,0,8.5
"2025-09-23 13:30:00","Dà hóng denglong gaogao guà",DRAMA,"Yimou Zhang",1991,125,6,7.5
"2025-09-24 10:30:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,7.0
"2025-09-24 13:00:00","The Wizard of Oz",ADVENTURE,"Victor Fleming",1939,102,0,8.0
"2025-09-25 10:30:00","Withnail & I",COMEDY,"Bruce Robinson",1987,107,16,8.0
"2025-09-25 13:00:00","Ying xiong",ACTION,"Yimou Zhang",2002,120,12,7.5
"2025-09-25 16:00:00","The Wizard of Oz",ADVENTURE,"Victor Fleming",1939,102,0,6.5
"2025-09-26 10:00:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,8.5
"2025-09-27 10:00:00","The Right Stuff",ADVENTURE,"Philip Kaufman",1983,193,6,8.5
"2025-09-27 14:00:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,8.0
"2025-09-27 17:00:00","Philadelphia",DRAMA,"Jonathan Demme",1993,125,12,7.0
"2025-09-27 20:00:00","Cidade de Deus",CRIME,"Fernando Meirelles",2002,130,12,8.5
"2025-09-28 10:30:00","The Conversation",DRAMA,"Francis Ford Coppola",1974,113,0,7.5
"2025-09-28 13:00:00","Ying xiong",ACTION,"Yimou Zhang",2002,120,12,6.5
"2025-09-28 16:00:00","Bronenosets Potemkin",DRAMA,"Sergei M. Eisenstein",1925,75,12,8.0
"2025-09-29 10:00:00","Pirates of the Caribbean: The Curse of the Black Pearl",ACTION,"Gore Verbinski",2003,143,12,7.0
"2025-09-30 10:30:00","Bronenosets Potemkin",DRAMA,"Sergei M. Eisenstein",1925,75,12,7.5
"2025-10-01 10:00:00","Per qualche dollaro in più",WESTERN,"Sergio Leone",1965,132,0,6.5
"2025-10-01 13:00:00","Pirates of the Caribbean: The Curse of the Black Pearl",ACTION,"Gore Verbinski",2003,143,12,6.5
"2025-10-02 10:00:00","Withnail & I",COMEDY,"Bruce Robinson",1987,107,16,8.5
"2025-10-02 13:00:00","Ying xiong",ACTION,"Yimou Zhang",2002,120,12,7.0
"2025-10-03 10:30:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,8.0
"2025-10-04 10:00:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,8.0
"2025-10-04 13:00:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,7.5
"2025-10-04 16:00:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,7.0
"2025-10-04 19:00:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,9.5
"2025-10-05 10:00:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,7.0
"2025-10-05 13:00:00","Donnie Darko",DRAMA,"Richard Kelly",2001,113,16,8.0
"2025-10-05 16:00:00","Rushmore",COMEDY,"Wes Anderson",1998,93,12,7.5
"2025-10-05 18:30:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,9.0
"2025-10-06 10:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.5
"2025-10-06 12:30:00","Philadelphia",DRAMA,"Jonathan Demme",1993,125,12,6.5
"2025-10-07 10:30:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,8.5
"2025-10-07 14:00:00","Rushmore",COMEDY,"Wes Anderson",1998,93,12,8.0
"2025-10-08 10:00:00","Paper Moon",COMEDY,"Peter Bogdanovich",1973,102,0,8.5
"2025-10-08 12:30:00","Halloween",HORROR,"John Carpenter",1978,91,12,8.0
"2025-10-09 10:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.0
"2025-10-09 12:30:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,7.5
"2025-10-09 16:30:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,8.0
"2025-10-10 10:00:00","The Godfather: Part II",CRIME,"Francis Ford Coppola",1974,202,12,6.5
"2025-10-10 14:00:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,8.5
"2025-10-10 16:30:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,8.0
"2025-10-11 10:00:00","Titanic",DRAMA,"James Cameron",1997,194,12,7.5
"2025-10-11 14:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,7.0
"2025-10-11 16:30:00","Rushmore",COMEDY,"Wes Anderson",1998,93,12,8.0
"2025-10-11 19:00:00","Rushmore",COMEDY,"Wes Anderson",1998,93,12,8.5
"2025-10-12 10:00:00","Pirates of the Caribbean: The Curse of the Black Pearl",ACTION,"Gore Verbinski",2003,143,12,8.0
"2025-10-12 13:30:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,8.0
"2025-10-12 16:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.5
"2025-10-12 18:30:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,9.5
"2025-10-13 10:00:00","Halloween",HORROR,"John Carpenter",1978,91,12,8.5
"2025-10-13 12:30:00","Pirates of the Caribbean: The Curse of the Black Pearl",ACTION,"Gore Verbinski",2003,143,12,7.5
"2025-10-14 10:30:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,7.5
"2025-10-14 14:00:00","King Kong",ADVENTURE,"Merian C. Cooper",1933,100,12,7.0
"2025-10-15 10:30:00","Rushmore",COMEDY,"Wes Anderson",1998,93,12,8.5
"2025-10-15 13:00:00","Vizontele",COMEDY,"Yilmaz Erdogan",2001,110,12,6.5
"2025-10-15 16:00:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,7.0
"2025-10-16 10:30:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,7.5
"2025-10-16 13:30:00","L'avventura",DRAMA,"Michelangelo Antonioni",1960,144,0,8.0
"2025-10-16 16:30:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,7.5
"2025-10-17 10:00:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,8.5
"2025-10-18 10:30:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,6.5
"2025-10-18 13:30:00","Zerkalo",BIOGRAPHY,"Andrei Tarkovsky",1975,107,0,6.5
"2025-10-18 16:00:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,7.0
"2025-10-19 10:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,6.5
"2025-10-19 12:30:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,6.5
"2025-10-19 15:30:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,8.5
"2025-10-19 18:30:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,10.0
"2025-10-20 10:00:00","Manhattan",COMEDY,"Woody Allen",1979,96,16,7.5
"2025-10-21 10:30:00","On Golden Pond",DRAMA,"Mark Rydell",1981,109,12,7.5
"2025-10-21 13:00:00","The Lady Vanishes",MYSTERY,"Alfred Hitchcock",1938,96,12,8.0
"2025-10-21 15:30:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,8.5
"2025-10-22 10:00:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,6.5
"2025-10-23 10:00:00","Tengoku to jigoku",CRIME,"Akira Kurosawa",1963,143,12,8.5
"2025-10-23 13:00:00","On Golden Pond",DRAMA,"Mark Rydell",1981,109,12,7.0
"2025-10-23 15:30:00","Rushmore",COMEDY,"Wes Anderson",1998,93,12,7.0
"2025-10-24 10:30:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,8.0
"2025-10-25 10:00:00","Kelly's Heroes",ADVENTURE,"Brian G. Hutton",1970,144,12,8.5
"2025-10-25 13:30:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,6.5
"2025-10-25 17:00:00","Vizontele",COMEDY,"Yilmaz Erdogan",2001,110,12,6.5
"2025-10-26 10:30:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,8.0
"2025-10-26 14:00:00","Das Boot",ADVENTURE,"Wolfgang Petersen",1981,149,16,6.5
"2025-10-26 17:30:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,7.5
"2025-10-27 10:30:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,8.0
"2025-10-28 10:30:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,7.5
"2025-10-28 14:00:00","Rosemary's Baby",DRAMA,"Roman Polanski",1968,137,12,7.5
"2025-10-29 10:30:00","Tengoku to jigoku",CRIME,"Akira Kurosawa",1963,143,12,8.0
"2025-10-29 14:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,7.5
"2025-10-30 10:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.0
"2025-10-31 10:00:00","The Philadelphia Story",COMEDY,"George Cukor",1940,112,12,8.5
"2025-10-31 13:00:00","The Goonies",ADVENTURE,"Richard Donner",1985,114,0,8.0
"2025-10-31 15:30:00","On Golden Pond",DRAMA,"Mark Rydell",1981,109,12,6.5
"2025-11-01 10:00:00","Tengoku to jigoku",CRIME,"Akira Kurosawa",1963,143,12,7.0
"2025-11-01 13:30:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,7.5
"2025-11-01 16:30:00","East of Eden",DRAMA,"Elia Kazan",1955,118,0,6.5
"2025-11-01 19:30:00","The Sound of Music",BIOGRAPHY,"Robert Wise",1965,172,0,8.5
"2025-11-02 10:30:00","King Kong",ADVENTURE,"Merian C. Cooper",1933,100,12,6.5
"2025-11-02 13:00:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,7.0
"2025-11-02 16:00:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,6.5
"2025-11-02 19:30:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,8.5
"2025-11-03 10:30:00","Per qualche dollaro in più",WESTERN,"Sergio Leone",1965,132,0,8.0
"2025-11-03 13:30:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,8.5
"2025-11-04 10:30:00","The Machinist",DRAMA,"Brad Anderson",2004,101,16,6.5
"2025-11-04 13:00:00","Das Boot",ADVENTURE,"Wolfgang Petersen",1981,149,16,7.0
"2025-11-05 10:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,7.0
"2025-11-06 10:00:00","Sleuth",MYSTERY,"Joseph L. Mankiewicz",1972,138,6,7.5
"2025-11-06 13:00:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,8.5
"2025-11-07 10:30:00","A Streetcar Named Desire",DRAMA,"Elia Kazan",1951,122,12,8.0
"2025-11-08 10:00:00","Indiana Jones and the Last Crusade",ACTION,"Steven Spielberg",1989,127,0,8.5
"2025-11-08 13:00:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,8.0
"2025-11-08 15:30:00","Tengoku to jigoku",CRIME,"Akira Kurosawa",1963,143,12,8.0
"2025-11-09 10:00:00","28 Days Later...",DRAMA,"Danny Boyle",2002,113,12,8.0
"2025-11-09 13:00:00","28 Days Later...",DRAMA,"Danny Boyle",2002,113,12,8.5
"2025-11-09 16:00:00","Titanic",DRAMA,"James Cameron",1997,194,12,7.0
"2025-11-09 20:00:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,9.5
"2025-11-10 10:00:00","King Kong",ADVENTURE,"Merian C. Cooper",1933,100,12,7.5
"2025-11-10 12:30:00","Crash",CRIME,"Paul Haggis",2004,112,12,7.5
"2025-11-10 15:00:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,7.0
"2025-11-11 10:00:00","Stalker",DRAMA,"Andrei Tarkovsky",1979,162,0,7.0
"2025-11-11 13:30:00","Malcolm X",BIOGRAPHY,"Spike Lee",1992,202,0,8.0
"2025-11-12 10:00:00","King Kong",ADVENTURE,"Merian C. Cooper",1933,100,12,8.5
"2025-11-13 10:30:00","The Machinist",DRAMA,"Brad Anderson",2004,101,16,8.0
"2025-11-14 10:00:00","The Machinist",DRAMA,"Brad Anderson",2004,101,16,6.5
"2025-11-14 12:30:00","American Psycho",COMEDY,"Mary Harron",2000,101,12,6.5
"2025-11-14 15:00:00","American Psycho",COMEDY,"Mary Harron",2000,101,12,7.0
"2025-11-15 10:30:00","Crash",CRIME,"Paul Haggis",2004,112,12,7.5
"2025-11-15 13:30:00","Stalker",DRAMA,"Andrei Tarkovsky",1979,162,0,8.0
"2025-11-15 17:00:00","Harry Potter and the Goblet of Fire",ADVENTURE,"Mike Newell",2005,157,12,7.5
"2025-11-15 20:30:00","American Psycho",COMEDY,"Mary Harron",2000,101,12,9.0
"2025-11-16 10:00:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,6.5
"2025-11-16 13:30:00","Stalker",DRAMA,"Andrei Tarkovsky",1979,162,0,7.5
"2025-11-16 17:00:00","Rosemary's Baby",DRAMA,"Roman Polanski",1968,137,12,7.5
"2025-11-17 10:00:00","Enter the Dragon",ACTION,"Robert Clouse",1973,102,12,8.5
"2025-11-17 12:30:00","Ray",BIOGRAPHY,"Taylor Hackford",2004,152,12,8.0
"2025-11-17 16:00:00","Das Boot",ADVENTURE,"Wolfgang Petersen",1981,149,16,8.0
"2025-11-18 10:30:00","Das Boot",ADVENTURE,"Wolfgang Petersen",1981,149,16,7.5
"2025-11-18 13:30:00","Stalker",DRAMA,"Andrei Tarkovsky",1979,162,0,8.5
"2025-11-19 10:00:00","28 Days Later...",DRAMA,"Danny Boyle",2002,113,12,8.5
"2025-11-19 12:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,7.5
"2025-11-20 10:00:00","La planète sauvage",ANIMATION,"René Laloux",1973,72,0,8.0
"2025-11-20 12:00:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,6.5
"2025-11-21 10:00:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,7.0
"2025-11-22 10:30:00","American Psycho",COMEDY,"Mary Harron",2000,101,12,6.5
"2025-11-22 13:00:00","Sleuth",MYSTERY,"Joseph L. Mankiewicz",1972,138,6,6.5
"2025-11-22 16:00:00","The Sandlot",COMEDY,"David Mickey Evans",1993,101,0,8.0
"2025-11-22 18:30:00","Das Boot",ADVENTURE,"Wolfgang Petersen",1981,149,16,8.5
"2025-11-23 10:00:00","Trois couleurs: Bleu",DRAMA,"Krzysztof Kieslowski",1993,94,0,6.5
"2025-11-23 12:30:00","Trois couleurs: Bleu",DRAMA,"Krzysztof Kieslowski",1993,94,0,8.5
"2025-11-23 15:00:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,8.0
"2025-11-23 18:00:00","The Machinist",DRAMA,"Brad Anderson",2004,101,16,8.5
"2025-11-24 10:30:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,7.0
"2025-11-24 14:00:00","East of Eden",DRAMA,"Elia Kazan",1955,118,0,8.0
"2025-11-25 10:00:00","28 Days Later...",DRAMA,"Danny Boyle",2002,113,12,8.0
"2025-11-26 10:30:00","La planète sauvage",ANIMATION,"René Laloux",1973,72,0,7.5
"2025-11-26 12:30:00","Stalker",DRAMA,"Andrei Tarkovsky",1979,162,0,8.5
"2025-11-26 16:00:00","Rupan sansei: Kariosutoro no shiro",ANIMATION,"Hayao Miyazaki",1979,100,0,8.5
"2025-11-27 10:30:00","Malcolm X",BIOGRAPHY,"Spike Lee",1992,202,0,8.5
"2025-11-27 14:30:00","American Psycho",COMEDY,"Mary Harron",2000,101,12,7.0
"2025-11-27 17:00:00","My Left Foot: The Story of Christy Brown",BIOGRAPHY,"Jim Sheridan",1989,103,0,8.5
"2025-11-28 10:00:00","East of Eden",DRAMA,"Elia Kazan",1955,118,0,8.5
"2025-11-29 10:00:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,7.5
"2025-11-29 13:00:00","Bom Yeoareum Gaeul Gyeoul Geurigo Bom",DRAMA,"Ki-duk Kim",2003,103,16,7.5
"2025-11-29 15:30:00","Scarface",CRIME,"Brian De Palma",1983,170,12,8.0
"2025-11-29 19:00:00","La planète sauvage",ANIMATION,"René Laloux",1973,72,0,10.0
"2025-11-30 10:00:00","Stalker",DRAMA,"Andrei Tarkovsky",1979,162,0,8.5
"2025-11-30 13:30:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,7.5
"2025-11-30 16:30:00","Malcolm X",BIOGRAPHY,"Spike Lee",1992,202,0,6.5
"2025-11-30 21:00:00","Lock, Stock and Two Smoking Barrels",ACTION,"Guy Ritchie",1998,107,12,10.0
"2025-12-01 10:00:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,7.5
"2025-12-02 10:00:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,6.5
"2025-12-02 12:30:00","Papillon",BIOGRAPHY,"Franklin J. Schaffner",1973,151,16,8.0
"2025-12-02 16:00:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,6.5
"2025-12-03 10:00:00","My Left Foot: The Story of Christy Brown",BIOGRAPHY,"Jim Sheridan",1989,103,0,7.0
"2025-12-03 12:30:00","The Fugitive",ACTION,"Andrew Davis",1993,130,0,7.5
"2025-12-03 15:30:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,6.5
"2025-12-04 10:30:00","Once Were Warriors",CRIME,"Lee Tamahori",1994,102,12,8.0
"2025-12-04 13:00:00","Gone with the Wind",DRAMA,"Victor Fleming",1939,238,0,6.5
"2025-12-04 18:00:00","Minority Report",ACTION,"Steven Spielberg",2002,145,12,9.5
"2025-12-05 10:30:00","Gone with the Wind",DRAMA,"Victor Fleming",1939,238,0,7.0
"2025-12-05 15:30:00","Kumonosu-jô",DRAMA,"Akira Kurosawa",1957,110,12,7.5
"2025-12-05 18:00:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,9.5
"2025-12-06 10:30:00","Once Were Warriors",CRIME,"Lee Tamahori",1994,102,12,8.0
"2025-12-06 13:00:00","Bom Yeoareum Gaeul Gyeoul Geurigo Bom",DRAMA,"Ki-duk Kim",2003,103,16,6.5
"2025-12-06 15:30:00","Dilwale Dulhania Le Jayenge",DRAMA,"Aditya Chopra",1995,189,0,6.5
"2025-12-07 10:00:00","La montaña sagrada",ADVENTURE,"Alejandro Jodorowsky",1973,114,16,8.0
"2025-12-07 13:00:00","Trois couleurs: Bleu",DRAMA,"Krzysztof Kieslowski",1993,94,0,8.5
"2025-12-07 15:30:00","Once Were Warriors",CRIME,"Lee Tamahori",1994,102,12,7.0
"2025-12-08 10:00:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,6.5
"2025-12-08 13:30:00","La montaña sagrada",ADVENTURE,"Alejandro Jodorowsky",1973,114,16,7.5
"2025-12-08 16:00:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,7.5
"2025-12-09 10:30:00","Once Were Warriors",CRIME,"Lee Tamahori",1994,102,12,7.5
"2025-12-10 10:00:00","Trois couleurs: Bleu",DRAMA,"Krzysztof Kieslowski",1993,94,0,7.5
"2025-12-10 12:30:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,7.5
"2025-12-11 10:30:00","Scarface",CRIME,"Brian De Palma",1983,170,12,8.0
"2025-12-12 10:00:00","La battaglia di Algeri",DRAMA,"Gillo Pontecorvo",1966,121,12,8.0
"2025-12-13 10:00:00","The Great Escape",ADVENTURE,"John Sturges",1963,172,0,8.0
"2025-12-13 14:00:00","Fa yeung nin wah",DRAMA,"Kar-Wai Wong",2000,98,0,6.5
"2025-12-13 16:30:00","Bom Yeoareum Gaeul Gyeoul Geurigo Bom",DRAMA,"Ki-duk Kim",2003,103,16,7.5
"2025-12-14 10:30:00","Dip huet seung hung",ACTION,"John Woo",1989,111,16,6.5
"2025-12-14 13:00:00","Rupan sansei: Kariosutoro no shiro",ANIMATION,"Hayao Miyazaki",1979,100,0,8.0
"2025-12-14 15:30:00","Kumonosu-jô",DRAMA,"Akira Kurosawa",1957,110,12,7.0
"2025-12-15 10:00:00","The Fugitive",ACTION,"Andrew Davis",1993,130,0,6.5
"2025-12-15 13:00:00","Papillon",BIOGRAPHY,"Franklin J. Schaffner",1973,151,16,8.5
"2025-12-16 10:30:00","28 Days Later...",DRAMA,"Danny Boyle",2002,113,12,8.0
"2025-12-16 13:00:00","High Noon",DRAMA,"Fred Zinnemann",1952,85,6,7.0
"2025-12-17 10:30:00","Predator",ACTION,"John McTiernan",1987,107,12,8.5
"2025-12-17 13:30:00","All That Jazz",DRAMA,"Bob Fosse",1979,123,12,8.0
"2025-12-17 16:30:00","Yôjinbô",ACTION,"Akira Kurosawa",1961,110,12,8.5
"2025-12-18 10:00:00","Bom Yeoareum Gaeul Gyeoul Geurigo Bom",DRAMA,"Ki-duk Kim",2003,103,16,8.0
"2025-12-18 12:30:00","All That Jazz",DRAMA,"Bob Fosse",1979,123,12,8.0
"2025-12-18 15:30:00","La montaña sagrada",ADVENTURE,"Alejandro Jodorowsky",1973,114,16,8.0
"2025-12-19 10:30:00","Fa yeung nin wah",DRAMA,"Kar-Wai Wong",2000,98,0,8.0
"2025-12-19 13:00:00","Love and Death",COMEDY,"Woody Allen",1975,85,6,8.0
"2025-12-19 15:30:00","Predator",ACTION,"John McTiernan",1987,107,12,8.5
"2025-12-20 10:00:00","Kumonosu-jô",DRAMA,"Akira Kurosawa",1957,110,12,7.5
"2025-12-20 12:30:00","All That Jazz",DRAMA,"Bob Fosse",1979,123,12,7.5
"2025-12-20 15:30:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,7.5
"2025-12-21 10:00:00","Trois couleurs: Bleu",DRAMA,"Krzysztof Kieslowski",1993,94,0,8.5
"2025-12-21 12:30:00","Pink Floyd: The Wall",DRAMA,"Alan Parker",1982,95,12,8.0
"2025-12-21 15:00:00","Yôjinbô",ACTION,"Akira Kurosawa",1961,110,12,8.5
"2025-12-22 10:30:00","Midnight Express",BIOGRAPHY,"Alan Parker",1978,121,12,7.5
"2025-12-22 13:30:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,6.5
"2025-12-22 16:00:00","The Wild Bunch",ACTION,"Sam Peckinpah",1969,145,12,8.0
"2025-12-23 10:00:00","Papillon",BIOGRAPHY,"Franklin J. Schaffner",1973,151,16,7.0
"2025-12-23 13:30:00","The Fugitive",ACTION,"Andrew Davis",1993,130,0,7.0
"2025-12-23 16:30:00","Office Space",COMEDY,"Mike Judge",1999,89,16,6.5
"2025-12-24 10:00:00","When Harry Met Sally...",COMEDY,"Rob Reiner",1989,95,12,7.0
"2025-12-24 12:30:00","American Psycho",COMEDY,"Mary Harron",2000,101,12,7.5
"2025-12-25 10:30:00","Predator",ACTION,"John McTiernan",1987,107,12,6.5
